"","x"
"305",0.786144008104169
"306",1.05719467138405
"307",0.777827906067458
"308",1.45750046354836
"309",1.00483217385463
"310",1.00687948280524
"311",0.915045555228168
"312",1.05810408512818
"313",1.1420419161727
"314",0.88677744807567
"315",1.18234170055808
"316",1.16007725815592
"317",0.631220752288132
"318",0.748908646454642
"319",0.957608628996899
"320",1.19503279796881
"321",1.07821888350757
"322",0.993723117456095
"323",1.39549869542984
"324",0.687355625091275
"325",1.16610507445672
"326",0.876160445910406
"327",0.987986312312646
"328",0.997532864080082
"329",0.743677921276393
"330",0.930699133461307
"331",1.36772846895251
"332",1.06321052275644
"333",1.03709102358822
"334",1.22971290213567
"335",0.836840856464001
"336",1.14166580069407
"337",1.06936080258461
"338",1.1382159590607
"339",1.00283109427677
"340",0.961357911202346
"341",1.33646975048626
"342",0.982880486868771
"343",1.21013371909256
"344",1.422555846523
"345",1.15220898715137
"346",0.997151654644069
"347",0.989655722651114
"348",0.82459633573855
"349",0.98383850398834
"350",1.18072258668642
"351",1.06708112108416
"352",1.03769365615883
"353",0.885041128784377
"354",1.04542413792835
"355",1.40208942384438
"356",0.832564396898056
"357",1.09185645148874
"358",0.691684462480194
"359",1.05312166345976
"360",1.08314424813746
"361",1.01833055223845
"362",0.796526363917517
"363",0.968687431144095
"364",1.17773612813297
"365",0.81905093489257
"366",1.51423181512109
"367",0.998529291630428
"368",1.22827119614637
"369",0.702396401743992
"370",0.851225148859418
"371",1.14357180285822
"372",1.27618792885787
"373",0.853499515689317
"374",0.79560525232673
"375",0.87604478667323
"376",0.989460006897138
"377",1.21326523825348
"378",0.935585893384417
"379",1.40574132206836
"380",1.0164744404433
"381",0.673484036246687
"382",1.2105693054494
"383",0.979539844856024
"384",1.21291657504546
"385",0.911976710612672
"386",0.839089558755237
"387",1.19116761213108
"388",1.36346383468166
"389",0.968755972801649
"390",1.14055684337898
"391",1.15302262688783
"392",1.31858041681997
"393",0.951450914911499
"394",0.924636981626686
"395",0.8886460617761
"396",0.721670698797912
"397",1.70641565926007
"398",1.63754046691245
"399",2.16704899523272
"400",1.74271160187638
"401",1.87036465761356
"402",1.71510552998536
"403",1.99129479329345
"404",2.00188540351559
"405",2.0544140550118
"406",1.94146476258558
"407",1.85506278665986
"408",1.66303834752719
"409",1.72493869644398
"410",2.07434650848276
"411",2.12996717787046
"412",1.76291037210816
"413",2.28441688664283
"414",1.66357834283991
"415",1.84046946932818
"416",2.08943406961166
"417",1.8851627904508
"418",2.1287037763521
"419",1.87145577948169
"420",2.3397764149757
"421",1.64537060763267
"422",2.07217783143146
"423",2.10258024888712
"424",2.08286584187745
"425",1.43631825392432
"426",2.38335026327353
"427",2.1065654053386
"428",1.8138793933987
"429",2.14384767476907
"430",2.02849152920348
"431",1.86416944791468
"432",2.25877145921878
"433",1.59953532413717
"434",2.29316831677745
"435",1.99996385559746
"436",1.95317348968859
"437",1.45416846920793
"438",2.32251560394451
"439",1.86734797216631
"440",2.21574649184592
"441",1.95767324920055
"442",2.05735233910366
"443",2.00102384868824
"444",2.12479563192845
"445",1.87968746262435
"446",2.20136503135626
"447",1.77512218513543
"448",1.78602878942966
"449",1.90056296488231
"450",1.86815097331322
"451",1.95309467243746
"452",2.02383781033772
"453",2.13161058841679
"454",2.39840709968322
"455",2.00246536516145
"456",2.23177492261966
"457",1.84889718059908
"458",2.3704859409585
"459",2.28941540646032
"460",2.29854057111588
"461",2.17568319136489
"462",2.07857397027934
"463",2.22636674560566
"464",2.05105150826342
"465",2.21084848192
"466",2.24320759113485
"467",2.2357649764721
"468",2.08490513289878
"469",2.15059185629681
"470",2.05674419193694
"471",1.75597533445618
"472",1.60083906825911
"473",1.89334214219682
"474",2.17591970973229
"475",1.58937133119863
"476",1.89001448178136
"477",2.18093001146264
"478",2.04921222250915
"479",2.20896341866805
"480",2.01176167762609
"481",1.83908453157662
"482",1.82505595259342
"483",1.6300418547554
"484",2.08774468397321
"485",2.07527046319084
"486",2.46392433334299
"487",1.76124983244963
"488",2.31017870288189
"489",2.16818195358874
"490",2.18628443657839
"491",2.07286477443574
"492",2.21675558818548
"493",1.89939304436778
"494",1.60317640194322
"495",1.95758918172189
"496",1.87631756854571
"497",1.63705310925412
"498",1.98599293653122
"499",2.14378201919316
"500",2.12794619250925
"501",2.11329556008945
"502",2.13468962836219
"503",1.59753655269021
"504",1.64239480512908
"505",1.73622158569949
"506",2.19465776863723
